,rel,head,tail,misc,misc2,score_grammar_1,score_no_grammar_1,score_grammar_2,score_no_grammar_2,score_grammar_3,score_no_grammar_3,score_grammar_4,score_no_grammar_4,score_grammar_5,score_no_grammar_5,score_grammar_6,score_no_grammar_6,score_grammar_7,score_no_grammar_7,score_grammar_8,score_no_grammar_8,score_grammar_9,score_no_grammar_9,score_grammar_10,score_no_grammar_10,top_100,rank_grammar_1,rank_no_grammar_1,rank_grammar_2,rank_no_grammar_2,rank_grammar_3,rank_no_grammar_3,rank_grammar_4,rank_no_grammar_4,rank_grammar_5,rank_no_grammar_5,rank_grammar_6,rank_no_grammar_6,rank_grammar_7,rank_no_grammar_7,rank_grammar_8,rank_no_grammar_8,rank_grammar_9,rank_no_grammar_9,rank_grammar_10,rank_no_grammar_10,Josh-Rating,Joe-Rating,Avg-Rating
2246,CapableOf,band,worldwide tour,11,0.0721139867807,3.8233404159545934,7.480007886886597,-6.607349872589106,-0.9550294876098633,-17.038040161132805,-9.390066862106323,-27.468730449676507,-17.825104236602783,-37.89942073822021,-26.260141611099243,-48.3301110267639,-34.6951789855957,-58.7608013153076,-43.13021636009216,-69.1914916038513,-51.56525373458862,-79.622181892395,-60.00029110908508,-90.0528721809387,-68.43532848358154,True,415.0,77.0,671.0,39.0,841.0,42.0,942.0,48.0,983.0,65.0,1013.0,74.0,1041.0,78.0,1058.0,84.0,1073.0,86.0,1084.0,86.0,,,
2253,CapableOf,authority,third party,7,0.06646628953530001,3.34474515914917,2.4473681449890154,-2.0941853523254395,-11.710406303405758,-7.533115863800049,-25.86818075180053,-12.972046375274658,-40.025955200195305,-18.410976886749268,-54.183729648590074,-23.849907398223877,-68.34150409698485,-29.288837909698486,-82.49927854537962,-34.727768421173096,-96.6570529937744,-40.166698932647705,-110.81482744216918,-45.605629444122314,-124.97260189056394,True,531.0,1012.0,186.0,1266.0,134.0,1379.0,110.0,1455.0,101.0,1482.0,95.0,1492.0,93.0,1506.0,90.0,1510.0,86.0,1514.0,83.0,1520.0,,,
2260,CapableOf,association football,field hockey,7,0.0616246028786,7.387031078338623,-1.9025392532348633,0.8782882690429688,-17.521105766296387,-5.6304545402526855,-33.13967227935791,-12.13919734954834,-48.758238792419434,-18.647940158843994,-64.37680530548096,-25.15668296813965,-79.99537181854248,-31.665425777435303,-95.613938331604,-38.17416858673096,-111.23250484466553,-44.68291139602661,-126.85107135772705,-51.191654205322266,-142.46963787078857,True,54.0,2648.0,61.0,2479.0,75.0,2364.0,92.0,2294.0,103.0,2251.0,109.0,2220.0,116.0,2200.0,118.0,2185.0,123.0,2174.0,130.0,2166.0,0.0,1.0,0.5
2261,CapableOf,nucleus,gamma ray,7,0.0615393861364,3.6144862174987793,7.33858585357666,-5.450045108795166,-6.086146831512451,-14.514576435089111,-19.510879516601562,-23.579107761383057,-32.935612201690674,-32.643639087677,-46.360344886779785,-41.70817041397095,-59.7850775718689,-50.77270174026489,-73.20981025695801,-59.83723306655884,-86.63454294204712,-68.90176439285278,-100.05927562713623,-77.96629571914673,-113.48400831222534,True,467.0,84.0,494.0,300.0,556.0,575.0,584.0,754.0,599.0,849.0,615.0,927.0,633.0,977.0,640.0,1020.0,647.0,1049.0,663.0,1075.0,,,
2300,CapableOf,affiliate,independent station,16,0.02922002552,7.507687568664551,4.686716556549072,1.1728572845458984,-10.711433410644531,-5.161972999572754,-26.109583377838135,-11.496803283691406,-41.50773334503174,-17.83163356781006,-56.90588331222534,-24.16646385192871,-72.30403327941895,-30.501294136047363,-87.70218324661255,-36.836124420166016,-103.10033321380615,-43.17095470428467,-118.49848318099976,-49.50578498840332,-133.89663314819336,True,49.0,361.0,54.0,1038.0,69.0,1417.0,80.0,1597.0,92.0,1706.0,99.0,1767.0,102.0,1806.0,106.0,1841.0,109.0,1862.0,113.0,1868.0,,,
2306,CapableOf,station,railway bridge,8,0.0255290230815,5.21601366996765,8.31129741668701,-2.8827409744262713,-1.9896969795227086,-10.981495618820192,-12.290691375732429,-19.08025026321411,-22.591685771942146,-27.179004907608032,-32.89268016815186,-35.27775955200195,-43.19367456436159,-43.376514196395874,-53.4946689605713,-51.475268840789795,-63.79566335678102,-59.574023485183716,-74.09665775299074,-67.67277812957764,-84.39765214920045,True,206.0,42.0,246.0,69.0,297.0,126.0,317.0,165.0,326.0,203.0,333.0,227.0,348.0,246.0,355.0,277.0,358.0,294.0,364.0,301.0,,,
2307,CapableOf,sum,normal distribution,9,0.0252496017704,5.90121054649353,7.241206645965576,-3.3160243034362793,-7.122391700744629,-12.533259153366089,-21.485990047454834,-21.7504940032959,-35.84958839416504,-30.967728853225708,-50.213186740875244,-40.18496370315552,-64.57678508758545,-49.40219855308533,-78.94038343429565,-58.61943340301514,-93.30398178100586,-67.83666825294495,-107.66758012771606,-77.05390310287476,-122.03117847442627,True,132.0,87.0,281.0,417.0,376.0,777.0,448.0,1000.0,511.0,1147.0,550.0,1241.0,572.0,1305.0,599.0,1360.0,612.0,1389.0,623.0,1414.0,,,
2321,CapableOf,representation,lie group,20,0.0220200383008,9.664120197296143,4.589308500289917,3.97235107421875,-9.00435495376587,-1.7194180488586426,-22.598018407821655,-7.411187171936035,-36.19168186187744,-13.102956295013428,-49.78534531593323,-18.79472541809082,-63.379008769989014,-24.486494541168213,-76.9726722240448,-30.178263664245605,-90.56633567810059,-35.870032787323,-104.15999913215637,-41.56180191040039,-117.75366258621216,True,7.0,380.0,13.0,693.0,25.0,918.0,36.0,1037.0,43.0,1111.0,47.0,1157.0,55.0,1192.0,55.0,1215.0,57.0,1234.0,58.0,1244.0,,,
2325,CapableOf,field,vector space,60,0.01912842586,7.474858045578003,2.087712287902832,2.470475673675537,-14.870284080505371,-2.5339066982269287,-31.828280448913574,-7.5382890701293945,-48.78627681732178,-12.54267144203186,-65.74427318572998,-17.547053813934326,-82.70226955413818,-22.551436185836792,-99.66026592254639,-27.555818557739258,-116.61826229095459,-32.560200929641724,-133.5762586593628,-37.56458330154419,-150.534255027771,True,50.0,1160.0,27.0,1995.0,31.0,2218.0,37.0,2299.0,39.0,2337.0,39.0,2350.0,40.0,2361.0,41.0,2373.0,43.0,2388.0,44.0,2395.0,4.0,2.0,3.0
2381,CapableOf,title sequence,theme music,9,0.00212330555078,8.228492259979248,3.5474748611450195,-1.4057340621948242,-14.63335132598877,-11.039960384368896,-32.81417751312256,-20.67418670654297,-50.99500370025635,-30.30841302871704,-69.17582988739014,-39.94263935089111,-87.35665607452393,-49.576865673065186,-105.53748226165771,-59.21109199523926,-123.7183084487915,-68.84531831741333,-141.8991346359253,-78.4795446395874,-160.07996082305908,True,28.0,612.0,156.0,1949.0,299.0,2321.0,387.0,2442.0,468.0,2507.0,537.0,2554.0,580.0,2581.0,619.0,2591.0,645.0,2601.0,682.0,2608.0,,,
2385,CapableOf,guest appearance,television series,15,0.00169652336917,8.398786306381226,1.878875732421875,1.3051409721374494,-15.190340042114258,-5.788504362106327,-32.25955581665039,-12.882149696350101,-49.32877159118652,-19.97579503059388,-66.39798736572266,-27.069440364837654,-83.46720314025879,-34.16308569908143,-100.53641891479492,-41.2567310333252,-117.60563468933105,-48.35037636756898,-134.6748504638672,-55.44402170181276,-151.74406623840332,True,22.0,1237.0,49.0,2079.0,79.0,2265.0,105.0,2343.0,128.0,2368.0,143.0,2382.0,156.0,2396.0,169.0,2409.0,176.0,2419.0,186.0,2425.0,1.0,2.0,1.5
2392,CapableOf,album,dvd release,8,0.000995486355607,5.478718042373657,5.461644649505615,-0.17583060264587402,-6.461874961853027,-5.830379247665405,-18.38539457321167,-11.484927892684937,-30.308914184570312,-17.139476537704468,-42.232433795928955,-22.794025182724,-54.1559534072876,-28.44857382774353,-66.07947301864624,-34.10312247276306,-78.00299263000488,-39.75767111778259,-89.92651224136353,-45.412219762802124,-101.85003185272217,True,166.0,254.0,92.0,335.0,81.0,462.0,79.0,543.0,85.0,603.0,85.0,624.0,84.0,656.0,80.0,671.0,82.0,687.0,82.0,702.0,2.0,2.0,2.0
2400,HasProperty,an attempt,likely,11,0.994121418117,0.9033234119415283,-0.45314645767211914,-8.383744955062866,-7.70059871673584,-17.67081332206726,-14.94805097579956,-26.957881689071655,-22.19550323486328,-36.24495005607605,-29.442955493927002,-45.532018423080444,-36.69040775299072,-54.81908679008484,-43.93786001205444,-64.10615515708923,-51.185312271118164,-73.39322352409363,-58.432764530181885,-82.68029189109802,-65.6802167892456,True,1499.0,2240.0,1022.0,502.0,935.0,234.0,882.0,146.0,863.0,120.0,855.0,97.0,845.0,89.0,836.0,81.0,832.0,71.0,822.0,69.0,,,
2402,HasProperty,the task,important,7,0.948997494112,1.0307536125183105,1.9125394821166992,-7.660791397094727,-4.683764934539795,-16.352336406707764,-11.280069351196289,-25.0438814163208,-17.876373767852783,-33.73542642593384,-24.472678184509277,-42.426971435546875,-31.06898260116577,-51.11851644515991,-37.665287017822266,-59.81006145477295,-44.26159143447876,-68.50160646438599,-50.857895851135254,-77.19315147399902,-57.45420026779175,True,1434.0,1230.0,877.0,207.0,762.0,92.0,724.0,50.0,693.0,39.0,668.0,35.0,648.0,34.0,639.0,33.0,631.0,29.0,626.0,28.0,,,
2406,HasProperty,negative number,positive,9,0.890608974869,6.339915752410889,3.763017177581787,2.968916416168213,-4.046490669250488,-0.4020829200744629,-11.855998516082764,-3.7730822563171387,-19.66550636291504,-7.1440815925598145,-27.475014209747314,-10.51508092880249,-35.28452205657959,-13.886080265045166,-43.094029903411865,-17.257079601287842,-50.90353775024414,-20.628078937530518,-58.713045597076416,-23.999078273773193,-66.52255344390869,True,111.0,562.0,22.0,165.0,13.0,109.0,12.0,98.0,11.0,85.0,9.0,81.0,10.0,77.0,10.0,75.0,11.0,72.0,11.0,74.0,1.0,1.0,1.0
2407,HasProperty,electric charge,magnetic,18,0.866070080959,5.319114685058595,4.2962658405303955,-0.9561710357665998,-3.6117687225341797,-7.231456756591793,-11.519803285598755,-13.506742477416989,-19.42783784866333,-19.782028198242184,-27.335872411727905,-26.057313919067376,-35.24390697479248,-32.33259963989257,-43.151941537857056,-38.607885360717766,-51.05997610092163,-44.88317108154296,-58.968010663986206,-51.15845680236816,-66.87604522705078,True,189.0,443.0,127.0,133.0,119.0,101.0,125.0,90.0,124.0,84.0,124.0,79.0,124.0,79.0,123.0,78.0,130.0,76.0,129.0,76.0,3.0,1.0,2.0
2409,HasProperty,the runner,next,12,0.861496241901,3.563314437866211,3.563314437866211,-3.526113510131836,-3.526113510131836,-10.615541458129883,-10.615541458129883,-17.70496940612793,-17.70496940612793,-24.794397354125977,-24.794397354125977,-31.883825302124023,-31.883825302124023,-38.97325325012207,-38.97325325012207,-46.06268119812012,-46.06268119812012,-53.152109146118164,-53.152109146118164,-60.24153709411621,-60.24153709411621,True,478.0,606.0,299.0,128.0,276.0,77.0,259.0,46.0,257.0,44.0,255.0,41.0,254.0,42.0,252.0,42.0,251.0,42.0,249.0,42.0,,,
2417,HasProperty,the trip,short,7,0.687948291708,1.182969570159912,1.5787067413330078,-8.022343158721924,-5.206398963928223,-17.22765588760376,-11.991504669189453,-26.432968616485596,-18.776610374450684,-35.63828134536743,-25.561716079711914,-44.84359407424927,-32.346821784973145,-54.0489068031311,-39.131927490234375,-63.25421953201294,-45.917033195495605,-72.45953226089478,-52.702138900756836,-81.66484498977661,-59.487244606018066,True,1337.0,1368.0,953.0,239.0,875.0,115.0,833.0,80.0,818.0,57.0,805.0,46.0,795.0,44.0,785.0,41.0,784.0,41.0,783.0,40.0,,,
2423,HasProperty,the festival,traditional,42,0.641545910434,2.7526001930236816,3.4177067279815674,-3.1962385177612305,-1.0256755352020264,-9.145077228546143,-5.46905779838562,-15.093915939331055,-9.912440061569214,-21.042754650115967,-14.355822324752808,-26.99159336090088,-18.7992045879364,-32.94043207168579,-23.242586851119995,-38.8892707824707,-27.68596911430359,-44.838109493255615,-32.12935137748718,-50.78694820404053,-36.572733640670776,True,695.0,654.0,272.0,40.0,202.0,14.0,166.0,6.0,150.0,6.0,141.0,5.0,135.0,5.0,133.0,5.0,127.0,5.0,123.0,5.0,,,
2428,HasProperty,an aircraft,low,13,0.575441482184,-2.321033477783203,0.2672967910766584,-12.903852701187134,-6.956012487411503,-23.486671924591064,-14.179321765899665,-34.069491147994995,-21.402631044387824,-44.652310371398926,-28.625940322875984,-55.235129594802856,-35.84924960136415,-65.81794881820679,-43.07255887985231,-76.40076804161072,-50.29586815834047,-86.98358726501465,-57.51917743682863,-97.56640648841858,-64.74248671531679,True,2762.0,1958.0,2074.0,398.0,1746.0,197.0,1608.0,130.0,1525.0,103.0,1477.0,87.0,1441.0,76.0,1419.0,66.0,1401.0,66.0,1388.0,60.0,,,
2431,HasProperty,the book,famous,65,0.540088544129,0.443523645401001,1.962217092514038,-8.250546932220459,-4.729241371154785,-16.94461750984192,-11.420699834823608,-25.63868808746338,-18.11215829849243,-34.33275866508484,-24.803616762161255,-43.0268292427063,-31.495075225830078,-51.72089982032776,-38.1865336894989,-60.41497039794922,-44.877992153167725,-69.10904097557068,-51.56945061683655,-77.80311155319214,-58.26090908050537,True,1728.0,1205.0,996.0,209.0,832.0,97.0,771.0,60.0,734.0,45.0,708.0,38.0,689.0,37.0,675.0,36.0,666.0,35.0,651.0,31.0,,,
2435,HasProperty,the cost,standard,9,0.48600248703,-0.19436264038085938,0.9399874210357666,-8.384640455245972,-6.5326173305511475,-16.574918270111084,-14.005222082138062,-24.765196084976196,-21.477826833724976,-32.95547389984131,-28.95043158531189,-41.14575171470642,-36.423036336898804,-49.33602952957153,-43.89564108848572,-57.526307344436646,-51.36824584007263,-65.71658515930176,-58.840850591659546,-73.90686297416687,-66.31345534324646,True,2064.0,1670.0,1023.0,344.0,794.0,187.0,687.0,131.0,617.0,110.0,590.0,93.0,571.0,87.0,555.0,83.0,541.0,74.0,534.0,71.0,,,
2441,HasProperty,risk,preterm birth,24,0.434168110459,-0.28340291976928356,9.05675458908081,-16.21939897537231,-6.58060884475708,-32.15539503097534,-22.21797227859497,-48.09139108657837,-37.85533571243286,-64.0273871421814,-53.49269914627075,-79.96338319778442,-69.13006258010864,-95.89937925338745,-84.76742601394653,-111.83537530899048,-100.40478944778442,-127.7713713645935,-116.04215288162231,-143.70736742019653,-131.6795163154602,True,2108.0,25.0,2626.0,351.0,2675.0,876.0,2697.0,1222.0,2706.0,1417.0,2710.0,1546.0,2710.0,1634.0,2713.0,1700.0,2713.0,1755.0,2713.0,1794.0,,,
2442,HasProperty,philosophy,political theory,13,0.420472010508,7.16967248916626,4.166262149810791,1.465097427368164,-4.741539478302002,-4.239477634429932,-13.649341106414795,-9.944052696228027,-22.557142734527588,-15.648627758026123,-31.46494436264038,-21.35320281982422,-40.372745990753174,-27.057777881622314,-49.28054761886597,-32.76235294342041,-58.18834924697876,-38.466928005218506,-67.09615087509155,-44.1715030670166,-76.00395250320435,True,62.0,472.0,42.0,210.0,51.0,167.0,58.0,162.0,60.0,158.0,62.0,161.0,64.0,164.0,67.0,168.0,71.0,172.0,71.0,171.0,,,
2444,HasProperty,visible light,radiation,51,0.4098572662210001,5.472573757171631,5.538749694824217,-1.2886505126953125,-2.9776153564453143,-8.049874782562256,-11.493980407714846,-14.8110990524292,-20.010345458984375,-21.572323322296143,-28.526710510253906,-28.333547592163086,-37.04307556152344,-35.09477186203003,-45.55944061279297,-41.85599613189697,-54.0758056640625,-48.617220401763916,-62.59217071533203,-55.37844467163086,-71.10853576660156,True,167.0,239.0,150.0,108.0,152.0,99.0,152.0,104.0,165.0,102.0,171.0,105.0,174.0,103.0,180.0,103.0,185.0,107.0,185.0,106.0,4.0,4.0,4.0
2445,HasProperty,monoamine oxidase,maoi,9,0.405625086204,8.29086971282959,3.7565088272094727,-26.876317977905273,-16.238858222961426,-62.04350566864014,-36.234225273132324,-97.210693359375,-56.22959232330322,-132.37788105010986,-76.22495937347412,-167.54506874084473,-96.22032642364502,-202.7122564315796,-116.21569347381592,-237.87944412231445,-136.21106052398682,-273.0466318130493,-156.20642757415771,-308.2138195037842,-176.2017946243286,True,23.0,564.0,2983.0,2287.0,2991.0,2631.0,2995.0,2717.0,2995.0,2767.0,2995.0,2794.0,2995.0,2808.0,2995.0,2821.0,2995.0,2827.0,2995.0,2831.0,,,
2446,HasProperty,the regiment,british,15,0.400403839452,2.1753129959106445,2.4070165157318115,-6.478525161743164,-4.558864116668701,-15.132363319396973,-11.524744749069214,-23.78620147705078,-18.490625381469727,-32.44003963470459,-25.45650601387024,-41.0938777923584,-32.42238664627075,-49.74771595001221,-39.388267278671265,-58.401554107666016,-46.35414791107178,-67.05539226531982,-53.32002854347229,-75.70923042297363,-60.2859091758728,True,901.0,1033.0,653.0,196.0,622.0,103.0,599.0,69.0,589.0,54.0,587.0,47.0,592.0,45.0,583.0,44.0,588.0,44.0,588.0,43.0,,,
2457,HasProperty,company,official name,8,0.358717351831,0.19057416915893555,5.953986167907715,-9.533360481262207,-1.9483418464660645,-19.25729513168335,-9.850669860839844,-28.981229782104492,-17.752997875213623,-38.705164432525635,-25.655325889587402,-48.42909908294678,-33.55765390396118,-58.15303373336792,-41.45998191833496,-67.87696838378906,-49.36230993270874,-77.6009030342102,-57.26463794708252,-87.32483768463135,-65.1669659614563,True,1871.0,187.0,1257.0,67.0,1142.0,53.0,1082.0,47.0,1043.0,58.0,1019.0,63.0,1008.0,64.0,1000.0,63.0,993.0,63.0,987.0,64.0,,,
2458,HasProperty,league,american football,22,0.356384326784,1.953047513961792,4.540984153747559,-5.914752006530762,-3.3086090087890625,-13.782551527023315,-11.158202171325684,-21.65035104751587,-19.007795333862305,-29.518150568008423,-26.857388496398926,-37.38595008850098,-34.70698165893555,-45.25374960899353,-42.55657482147217,-53.121549129486084,-50.40616798400879,-60.98934864997864,-58.25576114654541,-68.85714817047119,-66.10535430908203,True,985.0,393.0,560.0,122.0,478.0,90.0,444.0,84.0,426.0,76.0,416.0,75.0,406.0,68.0,398.0,68.0,396.0,69.0,393.0,70.0,,,
2474,HasProperty,the station,close,19,0.301543083114,-1.2861361503601083,-0.545107603073121,-10.2713942527771,-8.200226068496706,-19.256652355194092,-15.855344533920292,-28.241910457611084,-23.510462999343876,-37.227168560028076,-31.165581464767463,-46.21242666244507,-38.82069993019105,-55.19768476486206,-46.47581839561463,-64.18294286727905,-54.130936861038215,-73.16820096969604,-61.786055326461806,-82.15345907211304,-69.44117379188539,True,2518.0,2278.0,1433.0,565.0,1141.0,280.0,1014.0,193.0,939.0,154.0,895.0,133.0,867.0,116.0,838.0,105.0,822.0,97.0,801.0,90.0,4.0,4.0,4.0
2482,HasProperty,natural selection,evolutionary,29,0.277860170569,6.688722848892212,4.525280237197876,1.5368461608886719,-2.9267091751098633,-3.615030527114868,-10.378698587417603,-8.766907215118408,-17.830687999725342,-13.918783903121948,-25.28267741203308,-19.07066059112549,-32.73466682434082,-24.22253727912903,-40.18665623664856,-29.37441396713257,-47.6386456489563,-34.52629065513611,-55.09063506126404,-39.67816734313965,-62.54262447357178,True,83.0,401.0,40.0,105.0,41.0,68.0,45.0,49.0,49.0,50.0,51.0,50.0,52.0,48.0,53.0,48.0,53.0,51.0,52.0,52.0,4.0,4.0,4.0
2483,HasProperty,the knowledge,scientific,9,0.276071122876,1.797358751296997,3.252045154571533,-7.050935745239258,-4.019158363342285,-15.899230241775513,-11.290361881256104,-24.747524738311768,-18.561565399169922,-33.59581923484802,-25.83276891708374,-42.44411373138428,-33.10397243499756,-51.29240822792053,-40.37517595291138,-60.14070272445679,-47.646379470825195,-68.98899722099304,-54.917582988739014,-77.8372917175293,-62.18878650665283,True,1048.0,702.0,753.0,159.0,702.0,93.0,683.0,72.0,678.0,59.0,669.0,55.0,661.0,52.0,659.0,49.0,657.0,50.0,653.0,49.0,,,
2489,HasProperty,the land,foreign,11,0.24092642781,3.1381285190582275,3.1226863861083984,-4.33163595199585,-3.2591400146484375,-11.801400423049927,-9.640966415405273,-19.271164894104004,-16.02279281616211,-26.74092936515808,-22.404619216918945,-34.21069383621216,-28.78644561767578,-41.680458307266235,-35.16827201843262,-49.15022277832031,-41.55009841918945,-56.61998724937439,-47.93192481994629,-64.08975172042847,-54.313751220703125,True,595.0,756.0,375.0,120.0,336.0,47.0,326.0,37.0,313.0,32.0,313.0,28.0,309.0,25.0,307.0,23.0,308.0,21.0,307.0,19.0,,,
2515,HasProperty,momentum,speed of light,9,0.159091162216,5.9493248462677,7.6838226318359375,-2.029104232788086,-2.1188645362854004,-10.007533311843872,-11.921551704406738,-17.985962390899658,-21.724238872528076,-25.964391469955444,-31.526926040649414,-33.94282054901123,-41.32961320877075,-41.92124962806702,-51.13230037689209,-49.8996787071228,-60.93498754501343,-57.87810778617859,-70.73767471313477,-65.85653686523438,-80.5403618812561,True,128.0,68.0,183.0,74.0,237.0,113.0,266.0,137.0,292.0,160.0,307.0,185.0,314.0,199.0,318.0,210.0,324.0,215.0,328.0,222.0,,,
2523,HasProperty,hereditary title,nobility,10,0.150077840047,9.981120109558105,6.201113700866699,4.844258785247803,-2.8308138847351074,-0.2926025390625,-11.862741470336914,-5.429463863372803,-20.89466905593872,-10.566325187683105,-29.926596641540527,-15.703186511993408,-38.958524227142334,-20.84004783630371,-47.99045181274414,-25.976909160614014,-57.02237939834595,-31.113770484924316,-66.05430698394775,-36.25063180923462,-75.08623456954956,True,4.0,158.0,8.0,99.0,12.0,110.0,20.0,117.0,25.0,127.0,29.0,137.0,30.0,142.0,36.0,145.0,38.0,154.0,38.0,159.0,,,
2526,HasProperty,vector bundle,manifold,11,0.145314486966,2.8396611213684073,5.945817708969116,-3.749664783477785,-2.5810251235961914,-10.338990688323978,-11.107867956161499,-16.92831659317017,-19.634710788726807,-23.517642498016365,-28.161553621292114,-30.106968402862556,-36.68839645385742,-36.69629430770875,-45.21523928642273,-43.28562021255494,-53.74208211898804,-49.87494611740113,-62.268924951553345,-56.46427202224733,-70.79576778411865,True,677.0,188.0,320.0,92.0,254.0,86.0,238.0,97.0,225.0,98.0,214.0,96.0,209.0,97.0,204.0,98.0,201.0,100.0,199.0,102.0,4.0,4.0,4.0
2534,HasProperty,the band,unreleased,68,0.12985840393,-4.248257160186771,1.7922685146331787,-25.47660112380982,-4.983475685119629,-46.704945087432876,-11.759219884872437,-67.93328905105592,-18.534964084625244,-89.16163301467897,-25.31070828437805,-110.38997697830203,-32.08645248413086,-131.61832094192508,-38.86219668388367,-152.84666490554812,-45.637940883636475,-174.07500886917117,-52.41368508338928,-195.30335283279422,-59.18942928314209,True,2957.0,1276.0,2970.0,223.0,2961.0,107.0,2952.0,70.0,2950.0,51.0,2947.0,43.0,2945.0,41.0,2945.0,40.0,2945.0,39.0,2945.0,38.0,1.0,1.0,1.0
2535,HasProperty,the fort,nearby,19,0.126623337856,2.3612444400787354,2.3612444400787354,-3.142979383468628,-3.142979383468628,-8.647203207015991,-8.647203207015991,-14.151427030563354,-14.151427030563354,-19.655650854110718,-19.655650854110718,-25.15987467765808,-25.15987467765808,-30.664098501205444,-30.664098501205444,-36.16832232475281,-36.16832232475281,-41.67254614830017,-41.67254614830017,-47.176769971847534,-47.176769971847534,True,832.0,1051.0,268.0,117.0,174.0,34.0,137.0,23.0,120.0,16.0,110.0,13.0,105.0,12.0,103.0,12.0,103.0,11.0,100.0,11.0,3.0,3.0,3.0
2537,HasProperty,first day,month,99,0.12290420963,2.0522561073303223,3.4570884704589844,-7.019374370574951,-4.669740676879883,-16.091004848480225,-12.79656982421875,-25.162635326385498,-20.923398971557617,-34.23426580429077,-29.050228118896484,-43.305896282196045,-37.17705726623535,-52.37752676010132,-45.30388641357422,-61.44915723800659,-53.430715560913086,-70.52078771591187,-61.55754470825195,-79.59241819381714,-69.68437385559082,True,958.0,640.0,748.0,205.0,726.0,136.0,735.0,118.0,727.0,113.0,725.0,107.0,726.0,101.0,721.0,96.0,718.0,94.0,715.0,94.0,4.0,3.0,3.5
2542,HasProperty,the poem,novel,7,0.113791431524,1.0417654514312744,1.0891914367675781,-5.729745864868164,-6.301089286804199,-12.501257181167603,-13.691370010375977,-19.27276849746704,-21.081650733947754,-26.04427981376648,-28.47193145751953,-32.81579113006592,-35.86221218109131,-39.587302446365356,-43.252492904663086,-46.358813762664795,-50.64277362823486,-53.13032507896423,-58.03305435180664,-59.90183639526367,-65.42333507537842,True,1430.0,1605.0,529.0,316.0,370.0,171.0,327.0,125.0,293.0,100.0,279.0,88.0,263.0,81.0,257.0,70.0,250.0,68.0,245.0,67.0,,,
2551,HasProperty,household size,average,13,0.0971332575138,5.216800689697264,6.909717082977294,-1.1188869476318377,1.090479373931883,-7.454574584960939,-4.728758335113529,-13.79026222229004,-10.547996044158939,-20.12594985961914,-16.36723375320435,-26.461637496948242,-22.186471462249763,-32.797325134277344,-28.005709171295173,-39.133012771606445,-33.82494688034058,-45.46870040893555,-39.64418458938599,-51.80438804626465,-45.463422298431404,True,205.0,102.0,133.0,15.0,127.0,10.0,132.0,8.0,130.0,8.0,131.0,9.0,134.0,10.0,136.0,10.0,137.0,10.0,137.0,9.0,4.0,1.0,2.5
2554,HasProperty,school,french immersion,8,0.0920549558791,5.416330099105835,5.155964851379396,-2.796377420425415,-2.3921661376953107,-11.009084939956665,-9.940297126770018,-19.221792459487915,-17.488428115844727,-27.434499979019165,-25.036559104919434,-35.647207498550415,-32.58469009399414,-43.859915018081665,-40.13282108306885,-52.072622537612915,-47.680952072143555,-60.285330057144165,-55.22908306121826,-68.49803757667542,-62.77721405029297,True,174.0,289.0,240.0,86.0,298.0,57.0,323.0,43.0,335.0,48.0,347.0,48.0,361.0,47.0,368.0,50.0,377.0,53.0,384.0,54.0,4.0,3.0,3.5
2567,HasProperty,the construction,substantial,7,0.0780881011338,1.8624613285064697,2.428908586502075,-6.064497470855713,-3.1984715461730957,-13.991456270217896,-8.825851678848267,-21.918415069580078,-14.453231811523438,-29.84537386894226,-20.08061194419861,-37.77233266830444,-25.70799207687378,-45.699291467666626,-31.33537220954895,-53.62625026702881,-36.96275234222412,-61.55320906639099,-42.59013247489929,-69.48016786575317,-48.21751260757446,True,1023.0,1021.0,589.0,119.0,502.0,37.0,460.0,27.0,444.0,18.0,436.0,15.0,424.0,14.0,416.0,13.0,411.0,13.0,408.0,12.0,4.0,3.0,3.5
2570,HasProperty,education,public service,16,0.0677776598232,4.042818546295166,1.8481614589691162,-1.1310653686523438,-6.985342979431152,-6.3049492835998535,-15.818847417831421,-11.478833198547363,-24.65235185623169,-16.652717113494873,-33.48585629463196,-21.826601028442383,-42.31936073303223,-27.000484943389893,-51.152865171432495,-32.1743688583374,-59.986369609832764,-37.34825277328491,-68.81987404823303,-42.52213668823242,-77.6533784866333,True,373.0,1251.0,136.0,404.0,95.0,277.0,78.0,240.0,77.0,219.0,67.0,210.0,63.0,200.0,63.0,194.0,62.0,189.0,62.0,187.0,4.0,3.0,3.5
2579,HasProperty,the ring,present,7,0.0527907265324,1.409654140472412,1.3553295135498047,-6.988714694976807,-6.277330160140991,-15.387083530426025,-13.909989833831787,-23.785452365875244,-21.542649507522583,-32.18382120132446,-29.17530918121338,-40.58219003677368,-36.807968854904175,-48.9805588722229,-44.44062852859497,-57.37892770767212,-52.07328820228577,-65.77729654312134,-59.70594787597656,-74.17566537857056,-67.33860754966736,True,1223.0,1470.0,742.0,315.0,644.0,183.0,598.0,135.0,577.0,116.0,567.0,101.0,556.0,94.0,552.0,88.0,544.0,84.0,540.0,82.0,,,
